Project ID,Title,Sector,Subsector,State,Start Date,Completion Date,Total Project Cost (USD mn),Project Status,Source URL
607555,Jhunjhunu-Rajgarh Section Of SH-41,roads-and-highways,106,Rajasthan,01-Oct-2022,05-Nov-2024,26.93,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/607555
613997,Construction Of ROB At Km 204 Of NH-114A At Patharia [LC No. 4SPL/E].,roads-and-highways,106,Jharkhand,25-Jan-2022,24-Jan-2024,6.57,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613997
615823,Widening And Strengthening From Km 227/600 To 283/00 In Haggari - Raichur - Jadcherla Section Of NH 167 In The State Of Telangana,roads-and-highways,106,Telangana,12-Feb-2015,25-Nov-2021,16.0,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615823
613735,Delhi-Vadodara Greenfield Alignment [NH-148N] [Pkg-10] [Ch. 292.950 To Ch. 319.400] [End Of Interchange On NH-166 Near Village Mui To Hardeoganj Village Near Indergarh],roads-and-highways,106,Rajasthan,22-May-2021,21-May-2023,160.06,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613735
614703,Ralegaon-Vadner [Ramtirth] Between Km 0/00 To 27/199 Joining NH-7 To 2L-PS,roads-and-highways,106,Maharashtra,27-Jul-2017,30-Apr-2024,26.51,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614703
615836,"Strengthening Of The Road From Km 152/0 To Km 157/0, Km 175/0 To Km 180/0 & Km 198/0 To Km 203/0 Of Jagityal To Khammam Road Of NH-563 In The State Of Telangana Under EPC Mode.",roads-and-highways,106,Telangana,31-Aug-2020,24-May-2024,1.9,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615836
400330,Mumbai Trans Harbour Link,roads-and-highways,106,Maharashtra,23-Mar-2018,31-Dec-2023,,-,https://indiainvestmentgrid.gov.in/opportunities/project/400330
613708,"Dewangarh - Badaldih Section, SH-82 / Pkg-06",roads-and-highways,106,Bihar,26-Dec-2018,31-Dec-2024,19.02,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613708
615654,Delhi-Amritsar-Katra Expressway [Phase-I Pkg-XII] From Junction With Amritsar-Mehta-SriHargobindpur-Tanda Road [NH-503A] Near SriHargobindpur To Junction With Pathankot-Gurdaspur Road [NH-54] Near Gurdaspur [Km 362 420 To Km 397 700],roads-and-highways,106,Punjab,01-Jan-2024,30-Dec-2025,218.06,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615654
709290,Rehabilitation And Upgradation Of 2 Lane With Paved Shoulder From Existing Km. 195.175 To Km. 220.000 [Design Chainage Km71.300 To Km. 95.947] Excluding Existing Chainage Km 200.300 To Km 202.400 [Design Chainage Km 76.400 To Km 78.400] On Dharasu To Yamunotri Road Of NH- 134 [Old NH-94],roads-and-highways,106,Uttarakhand,-,-,,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709290
706163,Takarkhed - Jalna,roads-and-highways,106,Maharashtra,26-Jun-2018,25-Jun-2020,52.55,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706163
613995,Strengthening And Geometriimprovementsfrom Km 40/290 To72/390 Of NH 183A In The State Of Kerala Under Annual Plan 2020-21 On EPC Mode [Total Length 32.100 Km].,roads-and-highways,106,Kerala,24-Aug-2021,23-Aug-2022,5.98,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613995
700049,Kazhakuttom To Technopark,roads-and-highways,106,Kerala,05-Apr-2019,04-Oct-2021,36.88,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/700049
615769,4L Medinipur To Ballupur From Km. 458.65 To Km. 487.65 Of NH-07[Pkg-2],roads-and-highways,106,Uttarakhand,18-Feb-2023,17-Feb-2025,137.42,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615769
614354,Construction Of Rail Over Bridge In Lieu Of Railway Crossing No.E/2 On Ferozepur-Fazlika Rail Section At Km 2/4-5 & On NH-95[New NH-05] Section Ferozepur To Indo Pak Border At Km 205.320 [Near Ferozepur City & Village Madhre] In The State Of Punjab On EPC Mode. [Job No. NH-95 [New NH-05]-PB-2021-22-550],roads-and-highways,106,Punjab,08-Jul-2024,20-Mar-2026,5.46,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614354
700269,Widening Of Tripura Bypass To 2-Lane Standard,roads-and-highways,106,Tripura,01-Jul-2020,01-Jul-2022,18.49,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/700269
614813,Peren-Dimapur Pkg-1,roads-and-highways,106,Nagaland,20-Oct-2020,02-Jul-2023,32.33,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614813
616463,Thanamcherla-Jamandlapally [2LPS],roads-and-highways,106,Telangana,12-Mar-2014,07-Feb-2023,22.28,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/616463
613325,Delhi-Vadodara Greenfield Alignment [NH-148N] [Pkg-12] [Ch. 331.030 To Ch. 359.170] [Major Bridge On Mej River To Junction With SH-37A],roads-and-highways,106,Rajasthan,01-Apr-2021,31-Mar-2023,178.55,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613325
613156,Widening And Strengthening To Two Lane With Paved Shoulders From Km 296/500 To 336/500 [Mundamarai To Ratanpur Section] Of NH-59 In The State Of Odisha On EPC Mode.,roads-and-highways,106,Odisha,04-Feb-2021,29-Jul-2022,13.84,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613156
616787,Rehabilitation And Upgradation To Two Lane With Paved Shoulder Of Barshi-Yedshi-Murud-Latur-Aashtamode-Udgir-Degloor Road NH-63 In Km 118/600 To 125/00 [Section Kharola To Bamni] [Project Length-6.4 Km] With Flexible Pavement On EPC Mode In The State Of Maharashtra,roads-and-highways,106,Maharashtra,-,-,4.37,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616787
613320,Delhi-Vadodara Greenfield Alignment [NH-148N] [Pkg-14] [Ch. 388.420 To Ch. 419.000] [Junction With NH- 76 To Junction With NH-12 Near Village Ummedpura],roads-and-highways,106,Rajasthan,24-May-2021,23-May-2023,140.75,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613320
614907,Palli-Barsur,roads-and-highways,106,Chhattisgarh,15-Dec-2014,31-Jul-2016,6.82,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614907
703388,Phuldungari -Jhatijharna Burudih Road Upgradation Project,roads-and-highways,106,Jharkhand,-,-,13.65,DPR/Feasibility Study,https://indiainvestmentgrid.gov.in/opportunities/project/703388
708490,"Flyover At Butibori-MIDC-T Junction[4L,NH[O],1 Km ,EPC]",roads-and-highways,106,Maharashtra,01-Dec-2018,31-May-2021,8.09,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708490
615311,Ramanagara-Ramanagara,roads-and-highways,106,Karnataka,16-Mar-2017,31-Dec-2019,6.55,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615311
708041,Rehabilitation And Upgradation To 2 Lane With Paved Shoulder Configuration For Design Chanage Km. 107.347 To Km. 129.208 & Km. 133.878 To Km. 138.570 [Existing Chainage Km. 110.000 To Km. 133.020 & Km. 137.330 To Km. 142.028] Excluding Chiniyalisaur Bypass And Land Slide Treatment At Existing Km. 138.500 [Design Chainage Km. 134.970] On Rishikesh - Dharasu Seciton Of NH-34 [Old NH-94] In State Of Uttarakhand On EPC Mode Under Improvement To NH Connectivity To Chardham [Job No. NH-94-UR-2017-18-526],roads-and-highways,106,Uttarakhand,10-Jan-2019,08-Jul-2021,52.66,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708041
703218,NH-99 Road Widening Project,roads-and-highways,106,Jharkhand,19-Dec-2016,01-Dec-2020,11.45,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/703218
614735,Four Lanning From Km 5.50 To Km. 11.975 Of NH-154 [Old NH-20] Pathankot-Nurpur Road,roads-and-highways,106,Punjab,14-Aug-2019,10-Aug-2021,4.97,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614735
706174,Nandgaon - Morshi [TSP],roads-and-highways,106,Maharashtra,13-Jun-2017,12-Jun-2019,48.52,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706174
613864,Majalgaon To Kaij Section Of NH-548C - 2L PS,roads-and-highways,106,Maharashtra,01-Aug-2017,22-Nov-2018,52.06,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613864
701537,JN Port Flyover Near Port Users Building Construction Project,roads-and-highways,106,Maharashtra,31-Mar-2017,30-Nov-2019,12.83,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/701537
615096,Construction Of 2-Lane Bituminous Road From Km.0.000 To 36.000 Bhopalapatnam-Ventapuram-Warangal-Hyedrabad Road Of NH-163 [Old NH-202] In The State Of Chhattisgarh.,roads-and-highways,106,Chhattisgarh,20-Aug-2020,15-Mar-2023,4.66,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615096
613593,Deulgaon Sakarsha To Mehkar [Ch. 529 867 To Ch. 493 867] NH- 548C,roads-and-highways,106,Maharashtra,30-Jun-2018,20-Sep-2019,27.65,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613593
614362,Widening To 2L With PS From Km 173/370 To Km 229/400 Of NH-59 In The State Of Odisha.,roads-and-highways,106,Odisha,06-Aug-2018,31-Mar-2023,26.89,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614362
614044,R&R From Manipur/Nagaland Border [Dzuko Bridge] To Mhainamtsi [Km 0.00 To 39.0],roads-and-highways,106,Nagaland,10-Aug-2020,09-May-2021,1.91,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614044
705963,Reconstruction With Geometric Improvement Of Existing Single Lane To 2lane With Paved Shoulder Configuration From Existing Km Km 163.000 To 194.800 [Design Chainage 160.880 To Km 192.320] Of NH-125 In The State Of Uttarakhand Under EPC Mode Under Improvement Of NH Connectivity To Chardham [Job No. NH-125-UR-2016-17-490],roads-and-highways,106,Uttarakhand,21-Nov-2017,31-May-2021,35.65,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/705963
706353,"Construction Of 2-Lane Highway With Paved Shoulders Between Km 603/0 To 637/0 Of NH-37 [Bypasses Of Mohanbari, Chabua And Other Villages] [Length = 34.85km] Under SARDP-NE Phase - A, In Dibrugarh NH Division, In Assam. SARDP-NE/NH-37/PWD/AS/2010-11/164",roads-and-highways,106,Assam,21-Dec-2010,31-Oct-2020,16.77,Project Completed,https://indiainvestmentgrid.gov.in/opportunities/project/706353
614272,Widening Of Existing Road To 2 Lane With Paved Shoulders From Km 115.00 To Km 123.80 Of NH-169 On Shivamogga - Mangalore Section In The State Of Karnataka On EPC Mode [Job No.NH-169-KNT-2022-23,roads-and-highways,106,Karnataka,31-May-2023,30-Nov-2024,11.82,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614272
708942,"Construction Of 2-Lane NH From North Lakhimpur To Kamalabari With Major Bridges Over River Subansiri,Khabalu & Lohit Package-I",roads-and-highways,106,Assam,-,-,99.64,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/708942
614238,Construction Of 4 Nos Bridges In Km. 139 To 196 On NH-119,roads-and-highways,106,Uttarakhand,20-Mar-2018,25-Dec-2020,1.92,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614238
706217,Dhangripimpri To Jalna And Ambad Chowk To Mantha Chowk Section,roads-and-highways,106,Maharashtra,30-Jun-2018,21-Dec-2019,27.3,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706217
707248,Construction Of Bituminous Road And Drain Works From Arpa River Indra Setu To Shanichari Rapta Right Side.,roads-and-highways,106,Chhattisgarh,28-Apr-2021,30-Dec-2022,6.16,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/707248
614934,Rehabilitation & Widening Work For 2 Lane With Paved Shoulder Of Existing NH-80 From Km 70.15 To Km 121.025 Of Munger-Suttanganj -BhagatpurMirzachowki Section On EPC Mode In The State Of Bihar.,roads-and-highways,106,Bihar,01-Feb-2023,31-Jan-2025,60.05,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614934
616393,Gujarat / Maharashtra Border - Surat - Hazira Port,roads-and-highways,106,Maharashtra,30-Mar-2010,30-Sep-2012,104.37,COD,https://indiainvestmentgrid.gov.in/opportunities/project/616393
707302,Construction Of Smart Road Phase 3 KRFB Roads,roads-and-highways,106,Kerala,11-Feb-2021,28-Feb-2023,17.83,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/707302
703376,Jharkhand Road Upgradation Project,roads-and-highways,106,Jharkhand,-,-,91.79,DPR/Feasibility Study,https://indiainvestmentgrid.gov.in/opportunities/project/703376
613989,Improvement To Road For NH4 From Km.70.16 To 74.06 Passing In The City Of Tumkur,roads-and-highways,106,Karnataka,12-May-2017,30-Nov-2020,2.08,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613989
707646,"Construction Of Service Road On Sikar-Bikaner Section Of NH-11 In Laxmangarh, Fatehpur,Rol Sahabsar, Ratangarh, Rajaldesar, Kitsar, Sri Dungarpur And Sheruna [From Km 371.249 To 374.680, From 394.458 To 398.464, From 405.969 To 407.976, From 432.511 To 434.00, From 446.685 To 447.668, From 471.239 To 472.243, From 490.900 To 494.900, From 521.912 To 522.913 & PUP At Ch 396.880 Of NH-11 On EPC Mode Inthe State Of Rajasthan.",roads-and-highways,106,Rajasthan,12-Feb-2021,05-Aug-2022,8.89,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/707646
616158,4L Shahpur To Muktainagar From Km. 186.000 To Km 216.278 Of NH 753L [Pkg II Of Boregaon Buzurg To Muktainagar],roads-and-highways,106,Maharashtra,16-Mar-2024,14-Mar-2026,98.62,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/616158
703485,Thrissur -Vadanapilly Road Upgradation Project,roads-and-highways,106,Kerala,-,-,44.01,Idea Stage,https://indiainvestmentgrid.gov.in/opportunities/project/703485
615768,4/6L Of Spur To Haridwar [Greenfield] From Km. 0.000 To Km. 50.70,roads-and-highways,106,Uttarakhand,20-Feb-2023,19-Feb-2025,271.09,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615768
613950,Golapalli-Paidgudem,roads-and-highways,106,Chhattisgarh,01-Apr-2016,30-Jun-2017,1.39,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613950
616496,4L Of Rohtak - Hisar Section From Km. 87.00 To Km. 170.00 On NH-10 Including Connecting Link From Km. 87.000 [NH-10] To Km. 348.000 [NH-71],roads-and-highways,106,Haryana,26-Dec-2013,22-Jun-2016,164.79,COD,https://indiainvestmentgrid.gov.in/opportunities/project/616496
614938,Strengthning In Km.107 500 To 136 809 [Section Mahan To Akola] Job No.NH-161A-2019-20-23,roads-and-highways,106,Maharashtra,20-Apr-2020,24-Jan-2021,4.79,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614938
702456,Construction Of Elevated Road City Mall Jhalawar Project,roads-and-highways,106,Rajasthan,07-Feb-2020,30-Dec-2021,5.83,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/702456
615996,Improvement Of Geometrics Of Thondupally To Kothur From Km 22.300 To Km 34.14 Of NH-44,roads-and-highways,106,Telangana,18-Mar-2023,18-Sep-2024,68.1,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615996
709404,Motipur - Sahebganj,roads-and-highways,106,Bihar,-,-,150.51,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709404
613604,Omerga To Ausa 2L PS,roads-and-highways,106,Maharashtra,30-Jun-2018,28-Dec-2021,34.21,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613604
700048,2nd Flyover [LCW] Parallel To Existing Flyover In Kishanganj Town,roads-and-highways,106,Bihar,30-Jun-2018,28-Jun-2021,37.09,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/700048
612937,"Extension Of Four Lane Approach Roadof Aguwani Ghat Sultanganj Ganga Bridge Project Near Km 108+700 Of NH-80 To Nearest Point Of Mirjachouki-Munger Bypass Near Sultanganj Including Rail Over Bridge, Road OverBridge Etc. On EPC Mode.",roads-and-highways,106,Bihar,05-Nov-2021,31-Jul-2025,26.32,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/612937
614726,Rehabilitation And Upgradation Of Parli To Sirsala Section Of NH-361F [Km 136 700 To 115 000] [Length21.70 Km] To Two Lanes With Paved Shoulder /Four Lane Configurations On EPC Mode In The State Of Maharashtra.,roads-and-highways,106,Maharashtra,30-May-2023,10-Dec-2024,32.92,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614726
709718,Keyondpani [Joram] - Kereya [Joram],roads-and-highways,106,Jharkhand,-,-,157.93,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709718
703370,NH- 99 Road Upgradation Project,roads-and-highways,106,Jharkhand,01-Dec-2020,01-Dec-2022,15.91,DPR Approved,https://indiainvestmentgrid.gov.in/opportunities/project/703370
614281,Construction Of Proposed North Lakhimpur By-Pass From Existing Km 338/924 To Km 349/213 Of NH-52 In The State Of Assam [Job No.052-AS-2011-12-099],roads-and-highways,106,Assam,29-Sep-2012,31-Dec-2022,16.0,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614281
614947,Strengthening Of Murum-Wagdari-Akkalkot-Nagnsur Road In KM.23/00 To 30/00 & 50/00 To 59/00 N.H. 548 B In Solapur District In The State Of Maharashtra,roads-and-highways,106,Maharashtra,20-Apr-2020,28-May-2021,1.81,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614947
613622,Rehabilitation & Upgradation To 2 Lane With Paved Shoulders Of Abohar- Sito Gunno-Dabwali Road From KM. 0.00 To KM. 50.885 Of NH-354E Including Construction Of One High Level Major Steel Bridge On EPC Mode In The State Of Punjab [Job No. NH-354E-PB-2017-18-493 Dt. 28.03.18],roads-and-highways,106,Punjab,15-Jan-2019,17-Apr-2021,41.48,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613622
614129,Construction Of Balance Work Of Demow To End Of Moran Bypass,roads-and-highways,106,Assam,20-Jan-2023,20-Jul-2024,48.48,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614129
615242,Strengthening Of Existing NH-129 [New]/NH-39 [Old] From Phulbari 96/00 [Near Bokajan] To Gautambasti Km 103/00 [Near Lahorijan] Alongwith RCC Drain Near Khatkhati Under Annual Plan 2022-23 In The State Of Assam. Job No. 129/AS/2022-23/239,roads-and-highways,106,Assam,19-Oct-2023,29-Feb-2024,2.07,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615242
700272,Rehabilitation And Up-Gradation Of Dergaon Town To 4 Laning From Km 426.800 To Km 437.400,roads-and-highways,106,Assam,30-Jun-2020,20-Jun-2022,53.58,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/700272
615807,4L PS Of Ambala Ring Road Of New NH-44,roads-and-highways,106,Haryana,11-Oct-2023,10-Oct-2025,137.48,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615807
614325,Teliagaon To Rangagara Package-2,roads-and-highways,106,Assam,01-Jul-2020,30-Mar-2023,19.62,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614325
701059,Widening Of Existing Single/Intermediate Lane Road To 2 Lane Road From Km 101.00 To Km 125.00 On NH61 In The State Of Nagaland On EPC Mode,roads-and-highways,106,Nagaland,16-Jun-2021,15-Jun-2024,31.71,Tender Award,https://indiainvestmentgrid.gov.in/opportunities/project/701059
709064,Construction Of Chakradharpur Bypass Around NH-75E,roads-and-highways,106,Jharkhand,-,-,38.98,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709064
708349,Elevated Structure Including Major Bridge On Mayapuri Escape Channel On Muzzaffarnagar - Haridwar Section,roads-and-highways,106,Uttarakhand,01-Nov-2018,14-Jul-2021,7.16,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708349
704774,Telangana Road Widening Project,roads-and-highways,106,Telangana,-,-,31.84,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/704774
613444,"Rehabilitation And Upgradation Of LB-Nagar To Malkapur Section To 6-Lane Main Carriageway With Service Roads, Drains Cum Footpath, Including VUPs And Widening Of Minor Bridge & Road Safety Provisions From Km. 15/00 To Km 40/00 Of NH-65 [Old NH-9] Under NH [O] For The Year 2020-21 In The State Of Telangana On EPC Mode.",roads-and-highways,106,Telangana,23-Jul-2022,22-Jul-2024,68.54,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613444
614122,Up-Gradation To 2 Lane With Paved Shoulder From Charbhuja At Design Km 0.00 [Existing Km 150.00] To Neechli Oden [Nathdwara] At Design Ch. Km 88.800 [Existing Km 55.950] Of NH-162E On EPC Mode.,roads-and-highways,106,Rajasthan,27-Sep-2023,26-Sep-2025,105.42,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614122
708963,"Betia-Patzirawa-Paknaha In Bihar To Seorahi In U.P, NH-727AA",roads-and-highways,106,Bihar,-,-,206.21,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/708963
615653,6L Greenfield Kandili - Aluru Section Of NH-130-CD Road From Km 342 500 To Km 365 033 [Package-OD-8],roads-and-highways,106,Odisha,17-Oct-2022,17-Oct-2024,187.7,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615653
613326,Hosur To Dhamrapuri [Pkg-1] [Neraluru - Thorapalli Agraharam],roads-and-highways,106,Karnataka,26-Oct-2022,24-Oct-2024,166.07,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/613326
614133,Fardapur-Pahur-Jalgaon Section Of NH-753F - 2L / 4 L PS From Km. 99 660 To Km. 144 750,roads-and-highways,106,Maharashtra,12-Jun-2017,14-Aug-2023,76.18,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614133
709451,Road From SH-Alappuzha Bypass Intersection,roads-and-highways,106,Kerala,-,-,67.15,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709451
701866,Jaipal Singh Stadium And Vendors' Market,roads-and-highways,106,Jharkhand,09-Jul-2016,08-Oct-2018,4.95,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/701866
706558,Nagpur - Kondhali Section Of NH-6,roads-and-highways,106,Maharashtra,05-Jun-2006,08-Mar-2021,22.93,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/706558
612123,Construction. & Upgradation Of Road & Other Structure From Dhutaha River Bridge - Guabari - Phulwaria Ghat At Lalbakia River - Ch-30.998 To 52.95 - Indo Nepal,roads-and-highways,106,Bihar,11-Apr-2013,30-Apr-2024,27.32,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/612123
613255,Bakhtiyarpur [Km 153.300] To Mokama [Km 197.900],roads-and-highways,106,Bihar,14-Jun-2017,10-Dec-2019,148.74,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613255
615464,4L Of Ratnagiri - Kolhapur Section From Km 67.140 To Km 112.340 Of NH-166 [Pkg II],roads-and-highways,106,Maharashtra,26-May-2023,24-May-2025,249.64,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615464
707428,W & S Work In Km 30.00 To 45.00 Of NH-101. Job No. 101-BR-2017-18/911,roads-and-highways,106,Bihar,05-Feb-2019,06-Aug-2020,10.33,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/707428
706412,Ranikor - Maheshkhola - Baghmara [RMB] Pkg-1,roads-and-highways,106,Meghalaya,30-Sep-2019,30-Mar-2022,38.51,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/706412
613822,Rehabilitation And Upgradation Of Pathri To Selu Section Design Chainage From Km 41/000 To 47/900 [Length6.90 Km] & Selu To Deogaon Phata Section Design Chainage From Km 63/100 To Km 68/700 [Length 5.60 Km] Of Injegaon- Sonpeth- Pathri- Selu- Degaon Phata Road NH-548B To 2-Lane/4-Lane With Paved Shoulder [Rigid Pavement] Configuration On EPC Mode In The State Of Maharashtra.,roads-and-highways,106,Maharashtra,12-Dec-2022,12-Feb-2024,18.33,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613822
616388,Bijupara [Km. 34.00] To Kuru [Km. 55.00] Of NH-75 In Jharkhand,roads-and-highways,106,Jharkhand,27-Dec-2017,19-Jun-2019,29.61,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/616388
615869,Rehabilitation & Up-Gradation To 4 Lane Road With Paved Shoulder Configuration Of Section From Undewadi Kade Pathar [Ch. 102 050]- Deshmukh Chowk [Ch. 113 400] And Dhawan Patil Chowk [Baramati] [Ch. 115 750] Phaltan [Ch. 138 050] Of NH-160 In The State Of Maharashtra On EPC Mode.,roads-and-highways,106,Maharashtra,-,-,97.85,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615869
708149,Improvement/Upgradation Of Existing 2-Lane To 4-Lane Divided Highway From Daili To Kuraopokpi Section Of Imphal-Kohima Road [Design Ch.- Km 274.610 To 287.00 ] [Pkg-4B],roads-and-highways,106,Manipur,15-Oct-2020,18-Apr-2022,26.94,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708149
709630,Nashik-Ahmednagar [Pkg IX],roads-and-highways,106,Maharashtra,-,-,226.83,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709630
708192,Daboka- Kthkhati Pkg-2,roads-and-highways,106,Assam,12-Jul-2021,11-Jul-2023,42.23,Tender Award,https://indiainvestmentgrid.gov.in/opportunities/project/708192
616519,Balance Work Of Khed Ghat Realignment & Narayangaon Bypass On Khed Sinnar Section Of NH-60,roads-and-highways,106,Maharashtra,19-Jul-2019,18-Apr-2020,7.54,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/616519
703225,Arki- Bandgaon NH-75E Road Widening Project,roads-and-highways,106,Jharkhand,18-Feb-2019,17-Feb-2021,26.75,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/703225
613430,Keifang- Tuival Pkg-3,roads-and-highways,106,Mizoram,15-Nov-2023,08-May-2025,62.98,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613430
709686,"Gopalpur-Satapada-Konark-Astarang-Nuagaon-Paradip - Ratanpur [Package 1, Rameshwaram - Puri]",roads-and-highways,106,Odisha,-,-,243.68,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709686
707303,Construction Of Smart Road Phase 4B PWD Roads,roads-and-highways,106,Kerala,11-Feb-2021,28-Feb-2023,18.55,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/707303
706459,Sonapur To Guwahati Section Of NH - 37 From Km 183.000 To Km 163.895 Of [Package AS-03] In Assam,roads-and-highways,106,Assam,20-Sep-2005,31-Aug-2019,41.83,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/706459
706620,Kerala / Tamil Nadu Border To Villukuri Section From Km 43/0 To Km 70/250 Of NH-47,roads-and-highways,106,Kerala,12-Aug-2016,31-Dec-2021,199.97,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706620
